Value,Sentiment
dromomaniaca,-1
dromomaniacas,-1
dromomaniaco,-1
dromomaniacos,-1
dubia,-1
dubias,-1
dubiedade,-1
dubio,-1
dubios,-1
dubitativa,-1
dubitativas,-1
dubitativo,-1
dubitativos,-1
duficuldades,-1
duplice,-1
duplices,-1
duplicidade,-1
dura,-1
dura da mioleira,-1
dura de ouvido,-1
duras,-1
duras da mioleira,-1
duras de ouvido,-1
durazia,1
durazias,1
durazio,1
durazios,1
duro,-1
duro da mioleira,-1
duro de ouvido,-1
duros,-1
duros da mioleira,-1
duros de ouvido,-1
duvida,0
duvidado,0
duvidai,0
duvidais,0
duvidam,0
duvidamo,0
duvidamos,0
duvidando,0
duvidar,0
duvidara,0
duvidaram,0
duvidaramo,0
duvidaramos,0
duvidarao,0
duvidaras,0
duvidardes,0
duvidarei,0
duvidareis,0
duvidarem,0
duvidaremos,0
duvidares,0
duvidaria,0
duvidariam,0
duvidariamos,0
duvidarias,0
duvidarieis,0
duvidarmo,0
duvidarmos,0
duvidas,0
duvidasse,0
duvidasseis,0
duvidassem,0
duvidassemos,0
duvidasses,0
duvidaste,0
duvidastes,0
duvidava,0
duvidavam,0
duvidavamo,0
duvidavamos,0
duvidavas,0
duvidaveis,0
duvide,0
duvidei,0
duvideis,0
duvidem,0
duvidemo,0
duvidemos,0
duvides,0
duvido,0
duvidosa,-1
duvidosas,-1
duvidoso,-1
duvidosos,-1
duvidou,0
e culpa de,-1
e do contra,-1
e do mesmo saco,-1
e farinha do mesmo saco,-1
e mau como as cobras,-1
e melhor do que a encomenda,-1
e um homem as direitas,1
e um zero a esquerda,-1
e uma bela prenda,-1
e uma copia mal feita,-1
e uma copia mal produzida,-1
e vitima de si proprio,-1
ebria,0
ebrias,0
ebrio,0
ebrios,0
eclectica,1
eclecticas,1
eclectico,1
eclecticos,1
ecletica,1
ecleticas,1
ecletico,1
ecleticos,1
ecologica,1
ecologicas,1
ecologico,1
ecologicos,1
economica,1
economicas,1
economico,1
economicos,1
economizador,1
economizadora,1
economizadoras,1
economizadores,1
edificante,1
edificantes,1
edipiana,-1
edipianas,-1
edipiano,-1
edipianos,-1
educacao,1
educada,1
educadas,1
educado,1
educador,1
educadora,1
educadoras,1
educadores,1
educados,1
educativa,1
educativas,1
educativo,1
educativos,1
educaveis,0
educavel,0
efeminada,-1
efeminadas,-1
efeminado,-1
efeminados,-1
eficacia,1
eficaz,1
eficazes,1
eficiencia,1
eficiente,1
eficientes,1
efusiva,1
efusivas,1
efusivo,1
efusivos,1
egoismo,-1
egoista,-1
egoistas,-1
egotista,-1
egotistas,-1
egregia,1
egregias,1
egregio,1
egregios,1
egua,-1
elastica,1
elasticas,1
elastico,1
elasticos,1
electrizante,1
electrizantes,1
elegancia,1
elegante,1
elegantes,1
elegiaca,-1
elegiacas,-1
elegiaco,-1
elegiacos,-1
eleicoeira,-1
eleicoeiras,-1
eleicoeiro,-1
eleicoeiros,-1
eletrizante,1
eletrizantes,1
elimina,1
eliminado,1
eliminai,1
eliminais,1
eliminam,1
eliminamo,1
eliminamos,1
eliminando,1
eliminar,1
eliminara,1
eliminaram,1
eliminaramo,1
eliminaramos,1
eliminarao,1
eliminaras,1
eliminarde,1
eliminardes,1
eliminare,1
eliminarei,1
eliminareis,1
eliminarem,1
eliminaremos,1
eliminares,1
eliminaria,1
eliminariam,1
eliminariamos,1
eliminarias,1
eliminarieis,1
eliminarmo,1
eliminarmos,1
eliminas,1
eliminasse,1
eliminasseis,1
eliminassem,1
eliminassemos,1
eliminasses,1
eliminaste,1
eliminastes,1
eliminava,1
eliminavam,1
eliminavamo,1
eliminavamos,1
eliminavas,1
eliminavei,1
eliminaveis,1
elimine,1
eliminei,1
elimineis,1
eliminem,1
eliminemo,1
eliminemos,1
elimines,1
elimino,1
eliminou,1
elitista,-1
elitistas,-1
elogia,0
elogiado,0
elogiai,0
elogiais,0
elogiam,0
elogiamo,0
elogiamos,0
elogiando,0
elogiar,0
elogiara,0
elogiaram,0
elogiaramo,0
elogiaramos,0
elogiarao,0
elogiaras,0
elogiarde,0
elogiardes,0
elogiare,0
elogiarei,0
elogiareis,0
elogiarem,0
elogiaremos,0
elogiares,0
elogiaria,0
elogiariam,0
elogiariamos,0
elogiarias,0
elogiarieis,0
elogiarmo,0
elogiarmos,0
elogias,0
elogiasse,0
elogiasseis,0
elogiassem,0
elogiassemos,0
elogiasses,0
elogiaste,0
elogiastes,0
elogiava,0
elogiavam,0
elogiavamo,0
elogiavamos,0
elogiavas,0
elogiavei,0
elogiaveis,0
elogie,0
elogiei,0
elogieis,0
elogiem,0
elogiemo,0
elogiemos,0
elogies,0
elogio,0
elogios,1
elogiosa,1
elogiosas,1
elogioso,1
elogiosos,1
elogiou,0
eloquencia,1
eloquente,1
eloquentes,1
elucida,1
elucidado,1
elucidai,1
elucidais,1
elucidam,1
elucidamo,1
elucidamos,1
elucidando,1
elucidar,1
elucidara,1
elucidaram,1
elucidaramo,1
elucidaramos,1
elucidarao,1
elucidaras,1
elucidarde,1
elucidardes,1
elucidare,1
elucidarei,1
elucidareis,1
elucidarem,1
elucidaremos,1
elucidares,1
elucidaria,1
elucidariam,1
elucidariamos,1
elucidarias,1
elucidarieis,1
elucidarmo,1
elucidarmos,1
elucidas,1
elucidasse,1
elucidasseis,1
elucidassem,1
elucidassemos,1
elucidasses,1
elucidaste,1
elucidastes,1
elucidativa,1
elucidativas,1
elucidativo,1
elucidativos,1
elucidava,1
elucidavam,1
elucidavamo,1
elucidavamos,1
elucidavas,1
elucidavei,1
elucidaveis,1
elucide,1
elucidei,1
elucideis,1
elucidem,1
elucidemo,1
elucidemos,1
elucides,1
elucido,1
elucidou,1
emaciada,-1
emaciadas,-1
emaciado,-1
emaciados,-1
emancipada,1
emancipadas,1
emancipado,1
emancipados,1
emaranhada,-1
emaranhadas,-1
emaranhado,-1
emaranhados,-1
embacada,-1
embacadas,-1
embacado,-1
embacados,-1
embaciada,-1
embaciadas,-1
embaciado,-1
embaciados,-1
embaracada,-1
embaracadas,-1
embaracado,-1
embaracados,-1
embaraco,-1
embaraco ,-1
embaracosa,-1
embaracosas,-1
embaracoso,-1
embaracosos,-1
embasbacada,-1
embasbacadas,-1
embasbacado,-1
embasbacados,-1
embatucada,-1
embatucadas,-1
embatucado,-1
embatucados,-1
embeicada,0
embeicadas,0
embeicado,0
embeicados,0
embirra,0
embirracao,-1
embirrado,0
embirrai,0
embirrais,0
embirram,0
embirramo,0
embirramos,0
embirrando,0
embirrante,-1
embirrantes,-1
embirrar,0
embirrara,0
embirraram,0
embirraramo,0
embirraramos,0
embirrarao,0
embirraras,0
embirrardes,0
embirrarei,0
embirrareis,0
embirrarem,0
embirraremos,0
embirrares,0
embirraria,0
embirrariam,0
embirrariamos,0
embirrarias,0
embirrarieis,0
embirrarmo,0
embirrarmos,0
embirras,0
embirrasse,0
embirrasseis,0
embirrassem,0
embirrassemos,0
embirrasses,0
embirraste,0
embirrastes,0
embirrava,0
embirravam,0
embirravamo,0
embirravamos,0
embirravas,0
embirraveis,0
embirre,0
embirrei,0
embirreis,0
embirrem,0
embirremo,0
embirremos,0
embirrenta,-1
embirrentas,-1
embirrento,-1
embirrentos,-1
embirres,0
embirro,0
embirrou,0
emblematica,1
emblematicas,1
emblematico,1
emblematicos,1
embotada,-1
embotadas,-1
embotado,-1
embotados,-1
embriagada,-1
embriagadas,-1
embriagado,-1
embriagados,-1
embrulhada,-1
embrulhadas,-1
embrulhado,-1
embrulhados,-1
embruxada,-1
embruxadas,-1
embruxado,-1
embruxados,-1
embucada,-1
embucadas,-1
embucado,-1
embucados,-1
embuchada,-1
embuchadas,-1
embuchado,-1
embuchados,-1
emburrada,-1
emburradas,-1
emburrado,-1
emburrados,-1
embuste,-1
embusteira,-1
embusteiras,-1
embusteiro,-1
embusteiros,-1
emerita,1
emeritas,1
emerito,1
emeritos,1
eminente,1
emocionais,0
emocional,0
emotiva,0
emotivas,0
emotivo,0
emotivos,0
empafia,-1
empafias,-1
empafio,-1
empafios,-1
empalidecida,-1
empalidecidas,-1
empalidecido,-1
empalidecidos,-1
empalmada,-1
empalmadas,-1
empalmado,-1
empalmados,-1
empanturrada,-1
empanturradas,-1
empanturrado,-1
empanturrados,-1
empapada,0
empapadas,0
empapado,0
empapados,0
empapucada,-1
empapucadas,-1
empapucado,-1
empapucados,-1
empatico,1
empedernida,-1
empedernidas,-1
empedernido,-1
empedernidos,-1
empedernimento,-1
empenhada,1
empenhadas,1
empenhado,1
empenhados,1
empenho,1
emperrada,-1
emperradas,-1
emperrado,-1
emperrados,-1
emperramento,-1
empertigada,-1
empertigadas,-1
empertigado,-1
empertigados,-1
empinada,0
empinadas,0
empinado,0
empinados,0
empirica,0
empirico,0
empobrecida,-1
empobrecidas,-1
empobrecido,-1
empobrecidos,-1
empoeirada,-1
empoeiradas,-1
empoeirado,-1
empoeirados,-1
empolada,-1
empoladas,-1
empolado,-1
empolados,-1
empolgada,1
empolgadas,1
empolgado,1
empolgados,1
empolgante,0
empolgantes,0
emporcalhada,-1
emporcalhadas,-1
emporcalhado,-1
emporcalhados,-1
empreendedor,1
empreendedora,1
empreendedoras,1
empreendedores,1
emproada,-1
emproadas,-1
emproado,-1
emproados,-1
emula,-1
emulador,-1
emuladora,-1
emuladoras,-1
emuladores,-1
emulas,-1
emulo,-1
emulos,-1
enaltecida,1
enaltecidas,1
enaltecido,1
enaltecidos,1
enamoramento,1
encabulada,-1
encabuladas,-1
encabulado,-1
encabulados,-1
encalacracao,-1
encalacrada,-1
encalacradas,-1
encalacrado,-1
encalacrados,-1
encalhada,-1
encalhadas,-1
encalhado,-1
encalhados,-1
encalhamento,-1
encamada,-1
encamadas,-1
encamado,-1
encamados,-1
encaminhada,1
encaminhadas,1
encaminhado,1
encaminhados,1
encanada,-1
encanadas,-1
encanado,-1
encanados,-1
encanecida,0
encanecidas,0
encanecido,0
encanecidos,0
encanta,1
encantada,0
encantadas,0
encantado,0
encantador,1
encantadora,1
encantadoras,1
encantadores,1
encantados,0
encantai,1
encantais,1
encantam,1
encantamo,1
encantamos,1
encantando,1
encantar,1
encantara,1
encantaram,1
encantaramo,1
encantaramos,1
encantarao,1
encantaras,1
encantarde,1
encantardes,1
encantare,1
encantarei,1
encantareis,1
encantarem,1
encantaremos,1
encantares,1
encantaria,1
encantariam,1
encantariamos,1
encantarias,1
encantarieis,1
encantarmo,1
encantarmos,1
encantas,1
encantasse,1
encantasseis,1
encantassem,1
encantassemos,1
encantasses,1
encantaste,1
encantastes,1
encantava,1
encantavam,1
encantavamo,1
encantavamos,1
encantavas,1
encantavei,1
encantaveis,1
encante,1
encantei,1
encanteis,1
encantem,1
encantemo,1
encantemos,1
encantes,1
encanto,1
encantos,1
encantou,1
encapotada,0
encapotadas,0
encapotado,0
encapotados,0
encarcerada,-1
encarceradas,-1
encarcerado,-1
encarcerados,-1
encarnicada,-1
encarnicadas,-1
encarnicado,-1
encarnicados,-1
encavacada,-1
encavacadas,-1
encavacado,-1
encavacados,-1
encha as medidas de,1
enchais as medidas de,1
encham as medidas de,1
enchamos as medidas de,1
encharcada,0
encharcadas,0
encharcado,0
encharcados,0
enchas as medidas de,1
enche as medidas de,1
enchei as medidas de,1
encheis as medidas de,1
enchem as medidas de,1
enchemos as medidas de,1
enchendo as medidas de,1
encher as medidas de,1
enchera as medidas de,1
encheram as medidas de,1
encheramos as medidas de,1
encherao as medidas de,1
encheras as medidas de,1
encherdes as medidas de,1
encherei as medidas de,1
enchereis as medidas de,1
encherem as medidas de,1
encheremos as medidas de,1
encheres as medidas de,1
encheria as medidas de,1
encheriam as medidas de,1
encheriamos as medidas de,1
encherias as medidas de,1
encherieis as medidas de,1
enchermos as medidas de,1
enches as medidas de,1
enchesse as medidas de,1
enchesseis as medidas de,1
enchessem as medidas de,1
enchessemos as medidas de,1
enchesses as medidas de,1
encheste as medidas de,1
enchestes as medidas de,1
encheu as medidas de,1
enchi as medidas de,1
enchia as medidas de,1
enchiam as medidas de,1
enchiamos as medidas de,1
enchias as medidas de,1
enchido as medidas de,1
enchieis as medidas de,1
encho as medidas de,1
enciumada,-1
enciumadas,-1
enciumado,-1
enciumados,-1
enclausurada,-1
enclausuradas,-1
enclausurado,-1
enclausurados,-1
encoberta,-1
encobertas,-1
encoberto,-1
encobertos,-1
encobre,-1
encobrem,-1
encobres,-1
encobri,-1
encobria,-1
encobriam,-1
encobriamo,-1
encobriamos,-1
encobrias,-1
encobrido,-1
encobriei,-1
encobrieis,-1
encobrimo,-1
encobrimos,-1
encobrindo,-1
encobrir,-1
encobrira,-1
encobriram,-1
encobriramo,-1
encobriramos,-1
encobrirao,-1
encobriras,-1
encobrirde,-1
encobrirdes,-1
encobrire,-1
encobrirei,-1
encobrireis,-1
encobrirem,-1
encobriremos,-1
encobrires,-1
encobriria,-1
encobririam,-1
encobririamos,-1
encobririas,-1
encobririeis,-1
encobrirmo,-1
encobrirmos,-1
encobris,-1
encobrisse,-1
encobrisseis,-1
encobrissem,-1
encobrissemos,-1
encobrisses,-1
encobriste,-1
encobristes,-1
encobriu,-1
encoleriza,-1
encolerizada,-1
encolerizadas,-1
encolerizado,-1
encolerizados,-1
encolerizai,-1
encolerizais,-1
encolerizam,-1
encolerizamo,-1
encolerizamos,-1
encolerizando,-1
encolerizar,1
encolerizar-se,-1
encolerizara,-1
encolerizaram,-1
encolerizaramo,-1
encolerizaramos,-1
encolerizarao,-1
encolerizaras,-1
encolerizarde,-1
encolerizardes,-1
encolerizare,-1
encolerizarei,-1
encolerizareis,-1
encolerizarem,-1
encolerizaremos,-1
encolerizares,-1
encolerizaria,-1
encolerizariam,-1
encolerizariamos,-1
encolerizarias,-1
encolerizarieis,-1
encolerizarmo,-1
encolerizarmos,-1
encolerizas,-1
encolerizasse,-1
encolerizasseis,-1
encolerizassem,-1
encolerizassemos,-1
encolerizasses,-1
encolerizaste,-1
encolerizastes,-1
encolerizava,-1
encolerizavam,-1
encolerizavamo,-1
encolerizavamos,-1
encolerizavas,-1
encolerizavei,-1
encolerizaveis,-1
encolerize,-1
encolerizei,-1
encolerizeis,-1
encolerizem,-1
encolerizemo,-1
encolerizemos,-1
encolerizes,-1
encolerizo,-1
encolerizou,-1
encolha os ombros,-1
encolhais os ombros,-1
encolham os ombros,-1
encolhamos os ombros,-1
encolhas os ombros,-1
encolhe os ombros,-1
encolhei os ombros,-1
encolheis os ombros,-1
encolhem os ombros,-1
encolhemos os ombros,-1
encolhendo os ombros,-1
encolher os ombros,-1
encolhera os ombros,-1
encolheram os ombros,-1
encolheramos os ombros,-1
encolherao os ombros,-1
encolheras os ombros,-1
encolherdes os ombros,-1
encolherei os ombros,-1
encolhereis os ombros,-1
encolherem os ombros,-1
encolheremos os ombros,-1
encolheres os ombros,-1
encolheria os ombros,-1
encolheriam os ombros,-1
encolheriamos os ombros,-1
encolherias os ombros,-1
encolherieis os ombros,-1
encolhermos os ombros,-1
encolhes os ombros,-1
encolhesse os ombros,-1
encolhesseis os ombros,-1
encolhessem os ombros,-1
encolhessemos os ombros,-1
encolhesses os ombros,-1
encolheste os ombros,-1
encolhestes os ombros,-1
encolheu os ombros,-1
encolhi os ombros,-1
encolhia os ombros,-1
encolhiam os ombros,-1
encolhiamos os ombros,-1
encolhias os ombros,-1
encolhida,-1
encolhidas,-1
encolhido,-1
encolhido os ombros,-1
encolhidos,-1
encolhieis os ombros,-1
encolho os ombros,-1
encoraja,0
encorajada,1
encorajadas,1
encorajado,1
encorajador,1
encorajadora,1
encorajadoras,1
encorajadores,1
encorajados,1
encorajai,0
encorajais,0
encorajam,0
encorajamento,1
encorajamo,0
encorajamos,0
encorajando,0
encorajar,0
encorajara,0
encorajaram,0
encorajaramo,0
encorajaramos,0
encorajarao,0
encorajaras,0
encorajarde,0
encorajardes,0
encorajare,0
encorajarei,0
encorajareis,0
encorajarem,0
encorajaremos,0
encorajares,0
encorajaria,0
encorajariam,0
encorajariamos,0
encorajarias,0
encorajarieis,0
encorajarmo,0
encorajarmos,0
encorajas,0
encorajasse,0
encorajasseis,0
encorajassem,0
encorajassemos,0
encorajasses,0
encorajaste,0
encorajastes,0
encorajava,0
encorajavam,0
encorajavamo,0
encorajavamos,0
encorajavas,0
encorajavei,0
encorajaveis,0
encoraje,0
encorajei,0
encorajeis,0
encorajem,0
encorajemo,0
encorajemos,0
encorajes,0
encorajo,0
encorajou,0
encorpada,0
encorpadas,0
encorpado,0
encorpados,0
encosta a parede,1
encosta a um canto,1
encosta as cordas,1
encosta as tabuas,1
encosta-se a,-1
encostado a,-1
encostado a parede,1
encostado a um canto,1
encostado as cordas,1
encostado as tabuas,1
encostai a parede,1
encostai a um canto,1
encostai as cordas,1
encostai-vos a,-1
encostais a,-1
encostais a parede,1
encostais a um canto,1
encostais as cordas,1
encostais as tabuas,1
encostam a parede,1
encostam a um canto,1
encostam as cordas,1
encostam as tabuas,1
encostam-se a,-1
encostamo-nos a,-1
encostamos a,-1
encostamos a parede,1
encostamos a um canto,1
encostamos as cordas,1
encostamos as tabuas,1
encostando a parede,1
encostando a um canto,1
encostando as cordas,1
encostando as tabuas,1
encostando-se a,-1
encostar a parede,1
encostar a um canto,1
encostar as cordas,1
encostar as tabuas,1
encostar-me-ei a,-1
encostar-se a,-1
encostar-se-a a,-1
encostar-se-ao a,-1
encostar-se-ia a,-1
encostar-se-iam a,-1
encostar-te-as a,-1
encostar-te-ias a,-1
encostara a parede,1
encostara a um canto,1
encostara as cordas,1
encostara as tabuas,1
encostara-se a,-1
encostaram a parede,1
encostaram a um canto,1
encostaram as cordas,1
encostaram as tabuas,1
encostaram-se a,-1
encostaramo-nos a,-1
encostaramos a,-1
encostaramos a parede,1
encostaramos a um canto,1
encostaramos as cordas,1
encostaramos as tabuas,1
encostarao a parede,1
encostarao a um canto,1
encostarao as cordas,1
encostarao as tabuas,1
encostaras a parede,1
encostaras a um canto,1
encostaras as cordas,1
encostaras as tabuas,1
encostaras-te a,-1
encostarde-vos a,-1
encostardes a,-1
encostardes a parede,1
encostardes a um canto,1
encostardes as cordas,1
encostardes as tabuas,1
encostarei a parede,1
encostarei a um canto,1
encostarei as cordas,1
encostarei as tabuas,1
encostarei-vos a,-1
encostareis a,-1
encostareis a parede,1
encostareis a um canto,1
encostareis as cordas,1
encostareis as tabuas,1
encostarem a parede,1
encostarem a um canto,1
encostarem as cordas,1
encostarem as tabuas,1
encostarem-se a,-1
encostaremos a,-1
encostaremos a parede,1
encostaremos a um canto,1
encostaremos as cordas,1
encostaremos as tabuas,1
encostares a,-1
encostares a parede,1
encostares a um canto,1
encostares as cordas,1
encostares as tabuas,1
encostaria a parede,1
encostaria a um canto,1
encostaria as cordas,1
encostaria as tabuas,1
encostariam a parede,1
encostariam a um canto,1
encostariam as cordas,1
encostariam as tabuas,1
encostariamos a,-1
encostariamos a parede,1
encostariamos a um canto,1
encostariamos as cordas,1
encostariamos as tabuas,1
encostarias a parede,1
encostarias a um canto,1
encostarias as cordas,1
encostarias as tabuas,1
encostarieis a,-1
encostarieis a parede,1
encostarieis a um canto,1
encostarieis as cordas,1
encostarieis as tabuas,1
encostarmo-nos a,-1
encostarmos a,-1
encostarmos a parede,1
encostarmos a um canto,1
encostarmos as cordas,1
encostarmos as tabuas,1
encostas a parede,1
encostas a um canto,1
encostas as cordas,1
encostas as tabuas,1
encostas-te a,-1
encostasse a,-1
encostasse a parede,1
encostasse a um canto,1
encostasse as cordas,1
encostasse as tabuas,1
encostasseis a,-1
encostasseis a parede,1
encostasseis a um canto,1
encostasseis as cordas,1
encostasseis as tabuas,1
encostassem a,-1
encostassem a parede,1
encostassem a um canto,1
encostassem as cordas,1
encostassem as tabuas,1
encostassemos a,-1
encostassemos a parede,1
encostassemos a um canto,1
encostassemos as cordas,1
encostassemos as tabuas,1
encostasses a,-1
encostasses a parede,1
encostasses a um canto,1
encostasses as cordas,1
encostasses as tabuas,1
encostaste a parede,1
encostaste a um canto,1
encostaste as cordas,1
encostaste as tabuas,1
encostaste-te a,-1
encostastes a,-1
encostastes a parede,1
encostastes a um canto,1
encostastes as cordas,1
encostastes as tabuas,1
encostava a parede,1
encostava a um canto,1
encostava as cordas,1
encostava as tabuas,1
encostava-se a,-1
encostavam a parede,1
encostavam a um canto,1
encostavam as cordas,1
encostavam as tabuas,1
encostavam-se a,-1
encostavamo-nos a,-1
encostavamos a,-1
encostavamos a parede,1
encostavamos a um canto,1
encostavamos as cordas,1
encostavamos as tabuas,1
encostavas a parede,1
encostavas a um canto,1
encostavas as cordas,1
encostavas as tabuas,1
encostavas-te a,-1
encostavei-vos a,-1
encostaveis a,-1
encostaveis a parede,1
encostaveis a um canto,1
encostaveis as cordas,1
encostaveis as tabuas,1
encoste a parede,1
encoste a um canto,1
encoste as cordas,1
encoste as tabuas,1
encoste-te a,-1
encostei a parede,1
encostei a um canto,1
encostei as cordas,1
encostei as tabuas,1
encostei-me a,-1
encosteis a,-1
encosteis a parede,1
encosteis a um canto,1
encosteis as cordas,1
encosteis as tabuas,1
encostem a parede,1
encostem a um canto,1
encostem as cordas,1
encostem as tabuas,1
encostem-se a,-1
encostemo-nos a,-1
encostemos a,-1
encostemos a parede,1
encostemos a um canto,1
encostemos as cordas,1
encostemos as tabuas,1
encostes a,-1
encostes a parede,1
encostes a um canto,1
encostes as cordas,1
encostes as tabuas,1
encosto a parede,1
encosto a um canto,1
encosto as cordas,1
encosto as tabuas,1
encosto-me a,-1
encostou a parede,1
encostou a um canto,1
encostou as cordas,1
encostou as tabuas,1
encostou-se a,-1
encovada,-1
encovadas,-1
